e, e_dot, e_int, stamp, 
-0.3734741688748764, 0.0, -0.07469483377497528, 123896000000, 
-0.37029349226878083, 0.010602255353651854, -0.07448278866790224, 141576000000, 
-0.37396387462888514, -0.0016323525133625043, -0.07451543571816949, 141644000000, 
-0.38142177976834124, -0.03709429166520136, -0.07504527644440048, 141746000000, 
-0.39061707723432537, -0.05551067535146744, -0.07640018210877011, 141848000000, 
-0.38122686979950293, 0.0006496998961276942, -0.0768843817868113, 141950000000, 
-0.3868856394033793, 0.012438126103153646, -0.07724863909581384, 142052000000, 
-0.3949618704887423, -0.04578333563079795, -0.07753829197944163, 142154000000, 
-0.4034521546963732, -0.05522171764331304, -0.07901997763923299, 142256000000, 
-0.4147403256885678, -0.0659281839994182, -0.08087695672491221, 142358000000, 
-0.4322830067706265, -0.09610284024751096, -0.08336503247703783, 142460000000, 
-0.4558764924073877, -0.13712055572939974, -0.0868599883244388, 142528000000, 
0.3800086944406056, 2.7076390040374405, -0.03387672031582724, 142630000000, 
0.437155195641028, 2.9767722934947187, 0.024085826511616393, 142732000000, 
0.4974047783970865, 0.39132027985493645, 0.08763791123191467, 142834000000, 
0.564989307462431, 0.4261137060713434, 0.09996995210003637, 142936000000, 
0.608000746902009, 0.3686532283497416, 0.1113596555174351, 143038000000, 
0.6354016335782808, 0.23470775371949934, 0.12055944586284806, 143106000000, 
0.6637368681397826, 0.1857870707925787, 0.1271426165746715, 143208000000, 
0.6856814292796005, 0.16759931900439895, 0.1323213287331776, 143310000000, 
0.7096596677202993, 0.15307599860172236, 0.1372718643426455, 143412000000, 
0.7373740114415992, 0.17230860720666227, 0.14218100722943328, 143514000000, 
0.7727419053872593, 0.21027412555653324, 0.14798503896994386, 143616000000, 
0.8192478137618404, 0.2729126744008041, 0.15529091537271325, 143718000000, 
0.7096064794631562, -0.21045141974701012, 0.15343974657415038, 143820000000, 
0.693749660850266, -0.4183271763719147, 0.14817359693835083, 143922000000, 
0.6776845215913272, -0.10640652623943019, 0.1387360441269833, 144024000000, 
0.6623975435762781, -0.10450705757995966, 0.13558878173452477, 144092000000, 
0.6486128402198288, -0.09690560457166135, 0.13257966035916227, 144194000000, 
0.6358783417331839, -0.08839733947698065, 0.1297925817019527, 144296000000, 
0.6247991057662308, -0.07937911484532674, 0.1272860191812829, 144398000000, 
0.6137728947255674, -0.07368482335872173, 0.12496335614833214, 144500000000, 
0.6042130820762752, -0.06862007896651849, 0.12285233883787156, 144602000000, 
0.5962147800679176, -0.05852704885883261, 0.12094671712465067, 144704000000, 
0.5900817828595892, -0.047104330722286626, 0.1193673096669188, 144806000000, 
0.5878010468992567, -0.028045777228869657, 0.1182731739884509, 144908000000, 
0.5897167197524205, -0.0012168770238959088, 0.11783996996741776, 144976000000, 
