imu_ax, imu_ay, odom_vx, odom_w, enc_x, enc_y, enc_th, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, kf_th, stamp, 
-0.05206115241896182, -0.044457385895399645, 3.932911135904516e-06, -9.446214134464022e-07, -1.2943416503053844, 4.053700663823734, -1.1943650286866594, -0.06024264494279265, -9.732174878242534e-08, -0.003783867056504322, 2.5720181848126243e-05, -1.2942279123730336, 4.0534129751905335, -1.1943615279126458, 78892000000, 
-0.047298005969158695, 0.011052903809489227, 7.95113989575443e-07, -1.0209917804124782e-06, -1.2943416480132468, 4.0537006568192675, -1.1943651275414269, -0.05479072086872464, -9.444734494926323e-09, -0.0034580015849327997, 2.7312695679721226e-06, -1.2942377207094826, 4.053437788898862, -1.1943604518541184, 78987000000, 
-0.0763423302973252, -0.014824307905681356, 1.5091636629236462e-06, -1.0056396386826884e-06, -1.294341659526154, 4.053700684107699, -1.194365214770888, -0.062767219888853, -2.9576407233946788e-08, -0.0035453899316592857, 8.342215610711308e-06, -1.2942344275043736, 4.0534294568508935, -1.1943598564287305, 79083000000, 
-0.06240473323530808, 0.0021630707597216775, 4.955549198640076e-06, -8.925478333780919e-07, -1.2943416444830511, 4.053700644658007, -1.1943653080804881, -0.06226232297579878, -4.8766651298122985e-09, -0.003363434556406064, 1.4499063525776371e-06, -1.2942348020741952, 4.0534304042643186, -1.1943595274569536, 79168000000, 
-0.06398308964002751, -0.011475134093844085, 2.476084422373895e-06, -8.307438504354202e-07, -1.2943416360572395, 4.053700624037315, -1.19436540497657, -0.06252558353954901, -2.1228925763711203e-08, -0.0035359338010704476, 6.003767875203005e-06, -1.2942315676048186, 4.0534222212731175, -1.1943591285386181, 79263000000, 
-0.04958439916769931, 0.009558574513723142, 3.5309163521515126e-06, -7.834328056637188e-07, -1.2943416567247716, 4.053700672903692, -1.194365494186322, -0.05708011756983535, 1.1766160147035578e-08, -0.00344735769220624, -3.4130952449861595e-06, -1.2942355638438086, 4.0534323311013765, -1.1943591061791745, 79358000000, 
-0.041230847551009156, -0.007206156641127422, 1.631969209865343e-06, -1.0347231179538653e-06, -1.2943416505217233, 4.0537006581219535, -1.1943655857953954, -0.05053143997532233, -6.037746778930859e-09, -0.0031858979530884892, 1.8951475746665758e-06, -1.2942449449624895, 4.0534560632926455, -1.1943591198125802, 79453000000, 
-0.03785071740878716, 0.0012050393739944652, 5.169269057483024e-06, -8.89074385594612e-07, -1.2943416315423908, 4.0537006081930365, -1.1943656454325828, -0.04522276436615518, 1.2520545925551498e-09, -0.0029898079786001607, -4.187742495561091e-07, -1.2942544153762285, 4.053480021665203, -1.1943590693877382, 79554000000, 
-0.05624655585351014, -0.0006649621263021575, 4.359401587295762e-06, -8.292045700054117e-07, -1.2943416257264695, 4.053700592945808, -1.1943657408940682, -0.04915068582848802, 1.0854073740548023e-09, -0.002971655738622317, -3.6525340400231074e-07, -1.294255631632871, 4.0534830985192984, -1.194359107975072, 79654000000, 
-0.09073627973867861, 0.027705716954384882, 1.5579966857495002e-07, -1.077451673542439e-06, -1.2943416323439108, 4.0537006104402185, -1.1943657703880974, -0.06492222434279458, 4.697657859306794e-08, -0.0034729639112225296, -1.3526365316169255e-05, -1.2942378483534265, 4.053438110674502, -1.1943599562216693, 79754000000, 
-0.024126069864485115, 0.019542571840457042, 2.932657963439068e-06, -2.9497348679047406e-07, -1.2943402403641158, 4.053696628931639, -1.1944001237907207, -0.004828677428085806, 1.0923211559899969e-08, -0.0006897927665949766, -1.583549739702289e-05, -1.3212934934007867, 4.12188381456607, -1.1953297806873366, 147060000000, 
-0.02364812423156854, 0.004714335303180626, 1.7422220344203483e-06, -3.0124061415515835e-07, -1.2943402247206774, 4.053696589806592, -1.1944001503477082, -0.010666347257461021, 1.7946061938930404e-09, -0.0002663706988647884, -6.737250761969112e-06, -1.3207015477663508, 4.120386262333858, -1.1952404795710492, 147070000000, 
0.02699546318532642, 0.09732538615859652, 0.0684183889485451, 0.01707568796730028, -1.2930395859181447, 4.050407262340537, -1.193621950484912, 0.005004666012299194, 0.0004498914422629715, 0.04265677485211648, 0.01054677583625733, -1.3209589772687305, 4.121006456306925, -1.1551979670857364, 147171000000, 
-0.09803894402835177, 0.03126041926053976, 0.17055222508403278, 0.013030504885829798, -1.2878865910866244, 4.037420128414522, -1.1925950148969469, -0.028848532198169186, 0.0014899245769746839, 0.12134007956873469, 0.012278915443851316, -1.3167535343140815, 4.111130357400254, -1.1516227918627107, 147266000000, 
6.89419984679976, -0.021302683795556297, 0.23854505031456474, 0.009327918989089173, -1.2823086245571127, 4.023397159226723, -1.191809545188038, 2.636634399620836, 0.0026669214816307943, 0.2667201413285988, 0.009998950466755908, -1.3651514672343084, 4.23500198713821, -1.151834179932817, 147361000000, 
-0.0197537434386598, -0.10748454162082263, 0.3003387753528335, -0.45734893902117946, -1.2715291923488214, 3.9960729371586057, -1.207576474783096, 1.5995261150706845, -0.09901294610433951, 0.3534640026817745, -0.2801217248520817, -1.3469327343934094, 4.183965908495853, -1.2281864796512814, 147456000000, 
-0.014216719856415132, -0.11731295545024922, 0.30018546918415445, -0.3661762031965748, -1.2611574328303186, 3.967233566048287, -1.24062468467929, 0.9646704902700189, -0.11993685492749091, 0.3600764478198004, -0.33308719760397404, -1.333354955961735, 4.145792806862369, -1.2620538214816275, 147551000000, 
0.03469700561095097, -0.10396904494225735, 0.30015387832406526, -0.33181400314256504, -1.2517871539555514, 3.938042811607154, -1.2776646724307117, 0.5969656143140668, -0.1151311460451733, 0.3468972221543416, -0.3318883481688681, -1.322719387576574, 4.113293283615418, -1.2936676826633615, 147646000000, 
0.008482363959414797, -0.08437367439160764, 0.2999648514010032, -0.25673455446683074, -1.2434533208861824, 3.9085433999977517, -1.3108691983717538, 0.3638484162812011, -0.09485476625222718, 0.33252850045704785, -0.28525304183506944, -1.3138037323537368, 4.082953245260801, -1.3220614727741586, 147741000000, 
0.012556165759552386, -0.07408428690498352, 0.30012351381327684, -0.22618692846736585, -1.2360107213431175, 3.878812301979765, -1.3391236434817686, 0.22444894075215197, -0.07997888163624521, 0.32159008561551994, -0.24869821929729738, -1.3062286125904325, 4.05368160188191, -1.3469491210948077, 147836000000, 
0.01855809516289513, -0.08552338416002503, 0.3002320142874333, -0.2647992179997322, -1.2314851769372148, 3.8588881618075463, -1.356389770151032, 0.1425095197581849, -0.08145424792869706, 0.3146367270169463, -0.25888347079172974, -1.2993360957357136, 4.023460142920989, -1.3724660773862525, 147936000000, 
0.04056273842011319, -0.07203583665906259, 0.30025922022018164, -0.24206471705930224, -1.2253381712175233, 3.828862793835663, -1.381242946945794, 0.10166240309382851, -0.07686962464813835, 0.30955727962640844, -0.24832116608890295, -1.293591986999146, 3.994971632259673, -1.3964519373227968, 148031000000, 
0.004170044221535146, -0.06757998229237931, 0.30027315502067575, -0.22781426686201997, -1.2199218922031676, 3.798695529726421, -1.4050990230653988, 0.06290348708096996, -0.07215057516481088, 0.30638710194652047, -0.2354882914666711, -1.2883009245601957, 3.9650504394103065, -1.4205221780958361, 148131000000, 
-0.027082897497627285, -0.08631945945305088, 0.3002860030193837, -0.22011019447622474, -1.2152081547393014, 3.7684089689546716, -1.4279728855317726, 0.02747069213463864, -0.06907462876827473, 0.3045138059633846, -0.22683578680363808, -1.2839686189687323, 3.9365456556744696, -1.4423902512364164, 148226000000, 
-0.004548962033085172, -0.09201575427929747, 0.30031653061957747, -0.21233497894342782, -1.211174529098101, 3.738022629596624, -1.450050238219897, 0.014786501258031595, -0.06649583364526761, 0.303495582772611, -0.21909984006287334, -1.2800797270503472, 3.906501348957096, -1.4646120088419394, 148326000000, 
-0.03577073781548572, -0.062286072505994036, 0.30030016025191547, -0.20329003948167926, -1.2088518478482146, 3.7177189332209677, -1.46408084331584, -0.0050504432710599175, -0.06310387717138687, 0.3014711725668429, -0.2093197722160162, -1.2770212897907993, 3.877933752983298, -1.4848546182108873, 148421000000, 
-0.030681780142554925, -0.09720013586017338, 0.3003189246584895, -0.19690974602791086, -1.2058948976017267, 3.687206316582248, -1.4847363449994064, -0.014949117001188636, -0.06129829448993513, 0.3014644263044317, -0.20333508414698814, -1.274547272895468, 3.849324402365791, -1.5043914214914123, 148516000000, 
-0.06481980727161421, -0.10250057331945063, 0.3005631099695492, -0.19241132836188765, -1.2035557724397346, 3.6566386439876095, -1.5046869634852338, -0.03418102398085272, -0.0597959250875052, 0.3011159587705253, -0.1985810560544701, -1.272525806318639, 3.819083697250887, -1.524438645047983, 148616000000, 
-0.09665145304021625, -0.0663189187220488, 0.3004473146612473, -0.1896599718259244, -1.201819003707381, 3.626038385915534, -1.5241620772906506, -0.05836878328588982, -0.057921567064259015, 0.29938537734061726, -0.19346825679585675, -1.271448466263318, 3.796086812934953, -1.5392664180195896, 148692000000, 
-0.10641906986692445, -0.08139661051113553, 0.30032352040159244, -0.18629851690866436, -1.2006731601801248, 3.5954220666670675, -1.5431406018506844, -0.07667492265181543, -0.05666624655206403, 0.29795963325295693, -0.19018095147122308, -1.2704851870151685, 3.7658291479051305, -1.5584213394147433, 148792000000, 
-0.08246642186623103, -0.10812860670567147, 0.30021296877618386, -0.18420197145678102, -1.2001089218215897, 3.564800610469092, -1.562027733654846, -0.07834991914479181, -0.056265299931129435, 0.29791302635343514, -0.18886485300705838, -1.2701042903502504, 3.7355731723329395, -1.5773564022067528, 148892000000, 
-0.041448569061179094, -0.11237920209889614, 0.29987847511582294, -0.18724378259671462, -1.2000540762745144, 3.5443880574641513, -1.574666861220714, -0.06348276107017452, -0.05680706276971589, 0.2983459831279956, -0.19040666200404205, -1.2702915680671962, 3.706877545526987, -1.5953847670661376, 148987000000, 
-0.06087127448524382, -0.10780024512619882, 0.2999081829652859, -0.18781123612429385, -1.2004575441857728, 3.5137703096366564, -1.5936154164433662, -0.061990818931973536, -0.05704034081810714, 0.29843506484709437, -0.19113149739067098, -1.271031215185146, 3.6766727844921716, -1.6144650946091472, 149087000000, 
-0.003914660063988315, -0.09021457248455889, 0.3000094386191111, -0.12658953872201767, -1.201442185737275, 3.4831646678375723, -1.6117926107976173, -0.03901481916955866, -0.04588586808058454, 0.29919614225897534, -0.15336383595770794, -1.2722424625425832, 3.6480368112104142, -1.6304067956880999, 149182000000, 
-0.010618920894536282, -0.07239344669454181, 0.2999400882870833, -0.1343149608668673, -1.2028820559014641, 3.452581294405905, -1.6249065380006644, -0.027725010079833266, -0.042782922846349034, 0.2992258378325748, -0.14297870516879385, -1.2740247360443813, 3.6179799511734316, -1.6451184709998563, 149282000000, 
-0.00032586810559822633, -0.07423487584917912, 0.299884058818565, -0.1209334038304222, -1.2047206965796031, 3.4220178055969446, -1.6371196449771095, -0.01687045531742319, -0.03925734626074596, 0.29968526414612356, -0.13099525054259747, -1.2762670955629143, 3.58768718451672, -1.6588284971255656, 149383000000, 
-0.032482212567144966, -0.08589369281660625, 0.2998059891844136, -0.10114444834147902, -1.2069172597288005, 3.3914774002361905, -1.6478278919455, -0.02277815749553542, -0.03449285190212043, 0.3000393016524429, -0.11496111246811254, -1.2787642310901581, 3.559175690644952, -1.6703264630140284, 149478000000, 
0.0018870622815767256, -0.06208177351656225, 0.2997763712410629, -0.08719753657730113, -1.2094297111073073, 3.360959903392927, -1.65772829256164, -0.013068264106321236, -0.029789367924220107, 0.29989051524090954, -0.09933414499718193, -1.2817381431889918, 3.5292290789246925, -1.6808826428853691, 149578000000, 
-0.03708883197716954, -0.06174538858331751, 0.29977635095706334, -0.08640631761291324, -1.2112652494850453, 3.3406278078854656, -1.6639807977454846, -0.022305641998310338, -0.02784230129897646, 0.29960796504380366, -0.09292910919409578, -1.2848708820171366, 3.500810703214853, -1.6899428792286992, 149673000000, 
0.012091846133637563, -0.06088113602385657, 0.2996545833954712, -0.07902617372603696, -1.2142415760099454, 3.310149621019508, -1.6723594078591593, -0.00881724330958963, -0.025769679697488133, 0.299727958784178, -0.08597689652316966, -1.2882564013861442, 3.4724761799780874, -1.698366875291259, 149768000000, 
-0.03273455485156233, -0.07511674648731878, 0.29998917319500257, -0.0723890728329115, -1.2174625880607923, 3.2796938209671183, -1.679990108423262, -0.01799831238024409, -0.02398531246890231, 0.299966445439634, -0.07995998497014951, -1.292076367673228, 3.442634730273686, -1.7066041016638003, 149868000000, 
-0.07580104577718969, -0.0446951704388759, 0.30016684168610874, -0.06628102772883776, -1.2209071781670315, 3.249260007224324, -1.687002738856099, -0.04033389497750445, -0.021709879022327634, 0.2990850751198994, -0.07258763752629388, -1.2959450915344135, 3.414248761179804, -1.7137677764669366, 149963000000, 
-0.06907347722554111, -0.043431328759653845, 0.3002379054219318, -0.061309188828608606, -1.2245565516021109, 3.2188510623611815, -1.693450161532014, -0.051252218238488204, -0.01990125909005021, 0.29829674774261217, -0.06671631266735156, -1.300018307169404, 3.3858985626475606, -1.7203215628503616, 150058000000, 
-0.04812312957787275, -0.09743980378395026, 0.3001430278620942, -0.05517057136813413, -1.227094366595134, 3.1985975402205833, -1.6973515367166812, -0.04965479522420148, -0.018858201734526576, 0.298353054469226, -0.06320767108644343, -1.3045027179668416, 3.3560988509240377, -1.726782213761966, 150158000000, 
-0.0860311818860687, -0.06467903984243578, 0.3000415920745647, -0.051130834160969696, -1.2310440700862357, 3.1682452753343027, -1.7029541352882807, -0.0634571357726699, -0.01724728558330248, 0.2976735143620838, -0.05794027601099656, -1.3089454855998113, 3.327800322719423, -1.7324773559964655, 150253000000, 
-0.039546138220221204, -0.05906013242621974, 0.2998841329527575, -0.0492402970025014, -1.2351550018277193, 3.1379250083119716, -1.7081255970349924, -0.05375070308102675, -0.016214797858747864, 0.2973055361878302, -0.054539172282697626, -1.3137841223113726, 3.2981081169868656, -1.7380664025093298, 150353000000, 
-0.025823143812528763, -0.07054206399902616, 0.29997262792324886, -0.04593768474920782, -1.2394181311306784, 3.107625860469836, -1.7129225441613443, -0.042572654566614285, -0.01542333724060073, 0.2979823926034974, -0.05175922344218303, -1.3180292557062874, 3.272947546624136, -1.7425490449029089, 150438000000, 
